house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
101379,1256.0,2.0,2.0,9.5,15.0,1.0,1982.0,1.0,0.0,8.0,32901210.0
103595,2469.0,6.0,5.0,3.5,11.0,15.9,5747.0,1.0,0.0,2.0,25861286.0
101396,1770.0,3.0,3.0,3.0,19.0,24.1,2770.0,0.0,0.0,12.0,15957472.0
102631,1843.0,,3.0,7.8,8.0,10.0,2529.0,1.0,0.0,7.0,36993495.0
102777,1483.0,4.0,3.0,6.8,9.0,16.6,5288.0,1.0,0.0,9.0,23519573.0
103915,676.0,,1.0,7.6,8.0,20.3,1749.0,0.0,0.0,2.0,10975209.0
102418,1871.0,6.0,4.0,6.4,6.0,9.6,4867.0,1.0,0.0,0.0,28039339.0
103975,1881.0,4.0,2.0,6.0,29.0,16.2,2727.0,0.0,0.0,9.0,30588925.0
104175,,3.0,3.0,3.9,33.0,24.8,3557.0,1.0,0.0,0.0,17388220.0
102149,1583.0,3.0,2.0,5.1,36.0,25.0,4183.0,1.0,0.0,15.0,22898162.0
100068,2302.0,4.0,4.0,8.7,33.0,18.0,3823.0,1.0,0.0,18.0,42398838.0
103881,1846.0,4.0,4.0,1.9,16.0,19.7,5301.0,1.0,0.0,2.0,13859707.0
100222,,1.0,2.0,3.8,28.0,26.6,983.0,0.0,0.0,7.0,3039801.0
103634,2134.0,5.0,4.0,3.6,41.0,21.5,3634.0,1.0,0.0,6.0,21812311.0
103612,1722.0,4.0,4.0,6.5,13.0,22.6,2971.0,1.0,0.0,9.0,26942159.0
103205,1031.0,2.0,1.0,2.3,30.0,34.1,2039.0,,0.0,2.0,6644719.0
100089,1306.0,4.0,3.0,6.9,51.0,18.0,3058.0,1.0,0.0,1.0,21472564.0
103608,2353.0,7.0,5.0,5.8,18.0,26.9,5955.0,1.0,0.0,6.0,31861993.0
103204,,5.0,4.0,2.9,8.0,30.9,3887.0,1.0,0.0,6.0,23883306.0
103674,2183.0,4.0,2.0,2.0,,34.1,4331.0,0.0,0.0,27.0,14089901.0
101316,797.0,1.0,1.0,3.3,27.0,20.9,1774.0,0.0,0.0,5.0,7391354.0
102662,1068.0,4.0,,6.1,43.0,10.5,1669.0,1.0,,16.0,14937346.0
101897,1482.0,2.0,1.0,3.2,35.0,25.4,1853.0,0.0,0.0,2.0,13690121.0
101393,2959.0,6.0,4.0,8.3,15.0,12.6,4076.0,1.0,0.0,2.0,48225180.0
103843,2286.0,4.0,,7.7,57.0,10.3,4847.0,0.0,0.0,13.0,42164029.0
103870,2297.0,5.0,3.0,1.8,23.0,24.7,5956.0,1.0,,2.0,16732166.0
101865,2498.0,6.0,5.0,4.3,8.0,25.1,4768.0,1.0,0.0,8.0,29128407.0
100398,2530.0,7.0,5.0,3.1,5.0,17.2,2815.0,1.0,0.0,0.0,28357302.0
102499,2164.0,4.0,3.0,,10.0,9.6,3178.0,,1.0,10.0,42049433.0
101296,,3.0,2.0,4.0,15.0,18.2,1850.0,0.0,0.0,2.0,19416573.0
103541,1865.0,5.0,4.0,3.4,16.0,22.5,3925.0,0.0,0.0,5.0,20873320.0
102100,2182.0,4.0,3.0,4.7,21.0,19.9,6072.0,0.0,0.0,3.0,27146465.0
101566,1467.0,3.0,3.0,9.7,48.0,8.4,,1.0,0.0,9.0,36041199.0
101097,1701.0,4.0,4.0,8.7,15.0,1.8,4210.0,1.0,0.0,8.0,35900171.0
101939,2356.0,,3.0,2.6,,34.6,3168.0,1.0,0.0,24.0,17541359.0
102212,2043.0,4.0,4.0,7.2,50.0,17.0,4199.0,0.0,0.0,9.0,34099322.0
100980,2144.0,5.0,4.0,5.8,50.0,14.8,4668.0,1.0,0.0,1.0,33247446.0
100284,845.0,2.0,2.0,,12.0,22.2,1953.0,0.0,0.0,10.0,14530748.0
102025,450.0,1.0,1.0,6.8,2.0,12.7,800.0,0.0,0.0,0.0,7492648.0
103028,1942.0,4.0,3.0,6.7,36.0,9.4,1639.0,1.0,0.0,2.0,
103438,820.0,2.0,2.0,6.4,18.0,20.1,2080.0,0.0,0.0,4.0,11810011.0
102466,2227.0,4.0,4.0,4.7,19.0,17.2,5299.0,1.0,1.0,16.0,27500331.0
100614,918.0,1.0,1.0,3.9,17.0,16.7,1027.0,1.0,0.0,4.0,
102874,1270.0,4.0,,4.2,27.0,17.1,4109.0,0.0,0.0,7.0,14387354.0
101498,2435.0,5.0,3.0,8.2,47.0,10.0,5239.0,1.0,0.0,2.0,44259376.0
101841,1566.0,4.0,,8.8,13.0,4.9,4368.0,0.0,0.0,13.0,37339675.0
100424,2282.0,6.0,4.0,7.7,30.0,12.2,4567.0,1.0,1.0,20.0,45837715.0
103974,1706.0,3.0,2.0,,15.0,12.0,3550.0,0.0,0.0,7.0,33531682.0
101489,658.0,1.0,1.0,4.0,15.0,28.4,1386.0,,0.0,15.0,6189632.0
102910,2467.0,6.0,3.0,5.4,37.0,14.1,2411.0,0.0,0.0,1.0,29868358.0
100840,1511.0,4.0,2.0,6.9,28.0,2.6,3158.0,1.0,0.0,10.0,23887911.0
100501,2252.0,4.0,3.0,7.3,,14.4,4802.0,0.0,0.0,0.0,33967127.0
103852,1971.0,3.0,1.0,1.6,26.0,26.4,2180.0,0.0,0.0,8.0,11462917.0
103195,652.0,1.0,1.0,2.6,37.0,24.5,1654.0,0.0,0.0,5.0,3555587.0
100550,1257.0,,3.0,3.0,,33.7,1927.0,1.0,0.0,10.0,10715978.0
100558,1369.0,4.0,3.0,2.9,40.0,29.1,,,0.0,7.0,10150310.0
104178,1850.0,3.0,2.0,5.1,,27.5,2774.0,0.0,0.0,3.0,23038808.0
102214,1356.0,3.0,2.0,4.1,,28.9,,0.0,0.0,16.0,13254254.0
100219,1335.0,3.0,3.0,7.2,29.0,6.1,2377.0,1.0,1.0,6.0,25090692.0
103234,2892.0,6.0,4.0,6.3,46.0,15.1,5412.0,,1.0,19.0,42716122.0
101139,2038.0,4.0,2.0,4.9,31.0,11.5,5008.0,1.0,0.0,2.0,29764087.0
100210,4154.0,7.0,4.0,5.9,12.0,19.3,11710.0,,0.0,1.0,62180664.0
102752,2672.0,7.0,5.0,2.6,7.0,34.9,6814.0,1.0,0.0,0.0,22099538.0
101831,,3.0,3.0,5.8,,18.9,3727.0,1.0,0.0,2.0,35110622.0
102270,1597.0,3.0,2.0,7.1,67.0,13.6,2501.0,0.0,0.0,11.0,28239410.0
103925,,3.0,3.0,6.6,29.0,15.9,1735.0,0.0,0.0,10.0,21981578.0
102346,2363.0,5.0,4.0,4.1,23.0,16.4,1521.0,1.0,0.0,1.0,30208825.0
100949,1620.0,4.0,3.0,2.7,14.0,19.8,4725.0,0.0,0.0,3.0,17606047.0
101422,2347.0,4.0,,1.8,21.0,28.8,5023.0,1.0,0.0,6.0,14982119.0
100533,1607.0,3.0,2.0,9.4,20.0,24.9,4231.0,0.0,0.0,9.0,38796801.0
103693,2442.0,4.0,,8.8,28.0,12.7,7903.0,1.0,0.0,1.0,56178657.0
102464,846.0,,1.0,6.8,18.0,11.2,1082.0,0.0,0.0,,12001133.0
101804,,1.0,1.0,8.4,17.0,11.3,1505.0,1.0,0.0,17.0,12996743.0
101671,1495.0,3.0,,7.0,26.0,9.2,2126.0,1.0,0.0,13.0,27992765.0
104072,1192.0,3.0,2.0,3.0,23.0,25.4,1951.0,0.0,0.0,12.0,10280947.0
100640,808.0,1.0,1.0,6.9,25.0,16.8,2172.0,,0.0,2.0,11418354.0
100299,2178.0,3.0,2.0,3.1,18.0,35.0,3459.0,0.0,0.0,17.0,18194835.0
103647,1818.0,3.0,3.0,5.5,9.0,12.2,2885.0,1.0,0.0,9.0,29139045.0
100001,1973.0,5.0,4.0,7.6,23.0,11.9,5220.0,,0.0,0.0,40275084.0
101553,1079.0,4.0,2.0,5.6,3.0,17.9,1166.0,1.0,0.0,0.0,18208020.0
100791,1929.0,3.0,2.0,2.8,13.0,16.2,5067.0,0.0,0.0,5.0,15831874.0
102677,1877.0,5.0,3.0,,24.0,4.6,4170.0,1.0,1.0,,33981737.0
103821,1390.0,1.0,2.0,3.8,60.0,26.2,1553.0,0.0,0.0,6.0,
101303,1536.0,4.0,3.0,5.2,20.0,20.7,3171.0,,0.0,20.0,23546127.0
100248,1225.0,3.0,2.0,4.5,11.0,26.3,2313.0,0.0,0.0,11.0,14735700.0
103433,1989.0,5.0,4.0,9.4,20.0,3.4,2383.0,1.0,1.0,1.0,49049201.0
103168,1753.0,4.0,3.0,5.1,11.0,31.3,,1.0,,11.0,18260620.0
101695,1732.0,4.0,3.0,8.5,8.0,13.8,2147.0,1.0,0.0,8.0,34306408.0
102772,1165.0,3.0,3.0,2.2,40.0,30.7,1386.0,0.0,0.0,4.0,
103572,2503.0,5.0,3.0,2.8,24.0,28.9,7947.0,0.0,1.0,1.0,23689304.0
103294,1870.0,4.0,3.0,8.5,26.0,7.4,5632.0,1.0,0.0,3.0,40604421.0
101449,2455.0,7.0,4.0,6.2,13.0,14.3,4186.0,1.0,0.0,10.0,
102849,1255.0,2.0,3.0,6.9,22.0,12.3,2411.0,1.0,0.0,3.0,17962796.0
102338,1682.0,4.0,2.0,3.0,31.0,26.8,3198.0,1.0,0.0,8.0,15181509.0
102320,935.0,2.0,2.0,6.2,26.0,19.2,1170.0,0.0,0.0,2.0,15374042.0
102630,1338.0,3.0,3.0,2.3,9.0,29.3,2446.0,0.0,0.0,7.0,12132146.0
101611,1460.0,4.0,4.0,4.0,,14.7,2748.0,0.0,0.0,6.0,16031868.0
102348,1089.0,2.0,1.0,9.3,27.0,8.8,3082.0,,0.0,3.0,28103856.0
102952,2155.0,5.0,4.0,7.5,27.0,11.4,5684.0,1.0,0.0,8.0,39000395.0
100279,1695.0,3.0,3.0,2.4,17.0,38.0,2906.0,0.0,,17.0,12620477.0
100953,836.0,2.0,1.0,9.5,13.0,6.6,1366.0,1.0,0.0,13.0,17475127.0
102562,1706.0,4.0,2.0,2.7,25.0,33.5,2594.0,1.0,0.0,4.0,12522774.0
103165,900.0,3.0,3.0,7.9,17.0,9.1,2189.0,0.0,0.0,7.0,17435838.0
102529,2987.0,,3.0,4.8,23.0,11.1,6562.0,1.0,0.0,8.0,43393369.0
103443,1742.0,4.0,4.0,8.1,53.0,5.3,3426.0,0.0,0.0,33.0,29108939.0
102928,1790.0,4.0,3.0,5.8,,26.6,2161.0,1.0,0.0,2.0,26119871.0
103772,1327.0,3.0,3.0,2.3,3.0,29.9,3461.0,0.0,0.0,0.0,13225879.0
104100,1697.0,5.0,3.0,5.9,20.0,11.5,2407.0,1.0,0.0,20.0,26593226.0
102771,1516.0,,3.0,5.3,9.0,20.3,3810.0,1.0,0.0,2.0,21867255.0
103712,795.0,2.0,2.0,5.3,79.0,16.5,1938.0,1.0,0.0,7.0,7989331.0
100156,1186.0,3.0,3.0,4.4,10.0,,2527.0,1.0,0.0,3.0,17232888.0
102173,1442.0,4.0,2.0,7.5,18.0,10.1,2049.0,0.0,0.0,11.0,24861775.0
100986,897.0,,1.0,7.9,59.0,6.9,1868.0,0.0,0.0,16.0,13086556.0
102282,1210.0,1.0,1.0,4.2,14.0,26.8,2127.0,1.0,1.0,14.0,11752376.0
102723,962.0,2.0,2.0,4.2,26.0,19.6,2785.0,0.0,0.0,12.0,10905736.0
102105,877.0,1.0,1.0,,6.0,11.4,1020.0,1.0,,0.0,14007637.0
101968,1552.0,3.0,3.0,4.6,17.0,16.3,3468.0,1.0,0.0,11.0,21659380.0
103320,3158.0,7.0,6.0,8.4,6.0,,6628.0,1.0,0.0,0.0,59195136.0
101938,1954.0,4.0,4.0,2.7,16.0,26.1,4549.0,1.0,0.0,2.0,18190476.0
103202,1927.0,5.0,,3.4,21.0,22.6,4827.0,1.0,0.0,10.0,17042893.0
103543,2222.0,4.0,4.0,9.4,17.0,13.9,7088.0,1.0,0.0,1.0,57294726.0
101590,,,2.0,7.8,51.0,,2007.0,0.0,0.0,3.0,29706347.0
103851,1309.0,2.0,,5.6,49.0,20.8,2503.0,1.0,1.0,1.0,18136054.0
103802,610.0,1.0,2.0,4.4,18.0,22.3,1364.0,1.0,0.0,3.0,7092836.0
100701,1310.0,3.0,2.0,,12.0,26.4,2325.0,,0.0,3.0,14392557.0
102528,2044.0,4.0,3.0,5.8,32.0,15.6,4209.0,,0.0,0.0,35227433.0
100645,1490.0,4.0,3.0,3.9,42.0,22.2,1133.0,0.0,0.0,5.0,
101722,1481.0,3.0,2.0,5.9,40.0,15.6,4157.0,0.0,0.0,12.0,22539251.0
100930,1607.0,4.0,3.0,6.9,26.0,12.4,3551.0,0.0,0.0,12.0,25031842.0
103774,1156.0,2.0,1.0,5.7,13.0,14.7,3638.0,1.0,0.0,4.0,18136543.0
103330,2193.0,3.0,3.0,3.4,31.0,18.9,4311.0,0.0,,1.0,22071514.0
102804,,,,6.0,18.0,,817.0,0.0,0.0,0.0,14358072.0
100247,1341.0,2.0,1.0,5.9,33.0,14.3,4277.0,0.0,0.0,8.0,18348323.0
102229,450.0,2.0,2.0,2.7,55.0,31.6,902.0,0.0,0.0,3.0,800000.0
100924,1195.0,3.0,1.0,1.2,74.0,32.0,2522.0,1.0,0.0,1.0,
100167,2184.0,4.0,4.0,8.3,25.0,16.5,2446.0,0.0,0.0,,46254212.0
101186,2262.0,5.0,2.0,4.4,23.0,22.1,5868.0,1.0,0.0,5.0,28631406.0
100180,3418.0,7.0,5.0,5.3,9.0,27.3,,1.0,,6.0,42797532.0
100670,2359.0,5.0,4.0,4.8,57.0,19.7,5316.0,0.0,0.0,6.0,25432994.0
102081,1650.0,4.0,4.0,4.2,10.0,3.3,3480.0,1.0,0.0,10.0,19886254.0
101587,1765.0,4.0,3.0,9.1,19.0,16.9,5862.0,1.0,0.0,19.0,36373421.0
102259,450.0,1.0,2.0,8.6,26.0,5.5,800.0,1.0,0.0,14.0,9074314.0
103750,692.0,2.0,1.0,7.7,16.0,20.2,977.0,1.0,0.0,5.0,11434786.0
102830,1412.0,3.0,2.0,7.9,8.0,15.7,3358.0,0.0,0.0,8.0,28359661.0
102268,1858.0,,4.0,8.7,15.0,2.9,4727.0,1.0,0.0,3.0,44738454.0
100649,1500.0,3.0,2.0,5.6,15.0,25.6,2909.0,0.0,0.0,6.0,21086033.0
100544,2587.0,6.0,4.0,5.3,8.0,11.6,4427.0,0.0,,2.0,35722311.0
101815,1475.0,,2.0,7.9,34.0,20.8,2270.0,1.0,0.0,6.0,23552647.0
101439,,4.0,2.0,,20.0,15.0,3713.0,1.0,0.0,,25546622.0
103524,2709.0,6.0,4.0,4.9,25.0,19.0,4552.0,1.0,0.0,10.0,36985501.0
100260,2154.0,5.0,4.0,4.3,15.0,25.6,2478.0,0.0,0.0,2.0,21483908.0
102665,1951.0,4.0,4.0,9.6,37.0,,2606.0,1.0,0.0,10.0,40480643.0
102998,843.0,2.0,1.0,7.7,33.0,10.6,1863.0,0.0,0.0,28.0,15213778.0
100928,1895.0,4.0,4.0,7.1,41.0,12.7,2599.0,1.0,0.0,20.0,31279262.0
100613,1832.0,5.0,2.0,3.7,32.0,23.8,4698.0,1.0,0.0,5.0,18589802.0
101024,3042.0,6.0,4.0,8.6,6.0,1.0,2725.0,1.0,0.0,0.0,71427309.0
101475,1140.0,1.0,1.0,6.6,22.0,16.4,2390.0,0.0,0.0,16.0,17290917.0
101153,1235.0,3.0,3.0,7.0,53.0,6.1,,1.0,0.0,1.0,18289202.0
100220,,2.0,3.0,4.8,38.0,19.3,2574.0,0.0,0.0,2.0,19313088.0
103623,450.0,1.0,2.0,6.0,21.0,11.3,,0.0,0.0,10.0,6059268.0
100486,726.0,2.0,2.0,5.7,18.0,18.5,1385.0,0.0,0.0,18.0,10520159.0
102689,2142.0,4.0,1.0,2.7,21.0,35.9,2042.0,0.0,0.0,1.0,
101699,1984.0,4.0,3.0,3.1,14.0,17.9,4015.0,0.0,0.0,3.0,22745873.0
100259,1938.0,3.0,,9.4,23.0,1.0,2566.0,1.0,0.0,9.0,
103347,1465.0,3.0,3.0,3.9,21.0,21.2,2304.0,1.0,,14.0,15681282.0
100387,1872.0,5.0,4.0,6.7,23.0,12.5,4084.0,0.0,0.0,,27045279.0
100848,3246.0,7.0,4.0,6.5,35.0,18.3,6762.0,1.0,0.0,0.0,46847240.0
102985,574.0,1.0,1.0,8.5,24.0,1.0,1292.0,0.0,0.0,13.0,10325248.0
104099,1564.0,3.0,2.0,4.7,27.0,27.5,3457.0,0.0,0.0,6.0,16977268.0
103654,1113.0,3.0,2.0,1.5,21.0,21.9,1491.0,0.0,0.0,1.0,6022677.0
103321,1777.0,5.0,3.0,5.7,11.0,14.7,4379.0,1.0,0.0,11.0,29214613.0
103132,1626.0,4.0,3.0,2.6,29.0,31.3,4637.0,1.0,0.0,19.0,12544691.0
103317,1615.0,5.0,4.0,6.6,37.0,2.4,4083.0,1.0,0.0,1.0,25307983.0
101234,3327.0,,4.0,7.3,7.0,14.4,6334.0,1.0,0.0,0.0,59240469.0
101666,1635.0,3.0,2.0,7.2,13.0,12.3,3336.0,1.0,1.0,4.0,
103350,1561.0,5.0,2.0,7.1,63.0,13.9,3299.0,1.0,0.0,16.0,23903157.0
103289,1242.0,3.0,2.0,3.8,16.0,17.0,3076.0,0.0,0.0,15.0,13893383.0
103757,1717.0,4.0,3.0,4.6,42.0,18.0,3103.0,1.0,0.0,5.0,22338123.0
104132,1651.0,5.0,,5.7,39.0,17.4,,1.0,1.0,4.0,19062344.0
101096,1598.0,3.0,2.0,6.2,,12.4,3757.0,0.0,0.0,2.0,26903250.0
103382,2424.0,6.0,4.0,3.7,39.0,,1888.0,,0.0,6.0,27420205.0
101898,2689.0,6.0,5.0,7.5,25.0,,6199.0,1.0,1.0,19.0,54708368.0
101321,1687.0,3.0,2.0,2.2,,20.0,3288.0,0.0,0.0,11.0,13428006.0
101567,1694.0,4.0,3.0,5.1,20.0,19.5,4410.0,0.0,0.0,14.0,22129898.0
100508,1088.0,2.0,1.0,4.1,7.0,28.9,2512.0,1.0,0.0,,12262658.0
100008,2149.0,2.0,1.0,5.9,19.0,17.4,2268.0,1.0,0.0,9.0,30291804.0
103534,845.0,2.0,2.0,,19.0,29.4,800.0,1.0,0.0,4.0,5415451.0
102359,495.0,2.0,2.0,6.1,14.0,20.5,,1.0,,4.0,7756304.0
102489,1667.0,2.0,3.0,6.9,15.0,4.2,4417.0,1.0,0.0,15.0,
102416,1826.0,4.0,,5.3,16.0,24.8,,1.0,0.0,8.0,
103610,1380.0,2.0,2.0,9.0,46.0,12.5,2717.0,0.0,0.0,7.0,27685274.0
101457,2140.0,6.0,4.0,8.0,24.0,17.4,4957.0,0.0,0.0,7.0,43334286.0
100379,3073.0,6.0,5.0,2.3,13.0,35.2,5360.0,1.0,0.0,13.0,23098540.0
103227,1100.0,2.0,1.0,3.3,5.0,29.5,1425.0,0.0,0.0,0.0,
100679,2258.0,4.0,2.0,4.2,23.0,17.9,3401.0,0.0,0.0,1.0,25873654.0
104005,762.0,1.0,1.0,,44.0,27.9,2071.0,1.0,0.0,18.0,6579385.0
101624,1216.0,4.0,3.0,5.8,23.0,22.6,1831.0,1.0,0.0,,17177189.0
101012,1778.0,3.0,2.0,,28.0,23.6,4214.0,1.0,1.0,22.0,18617104.0
103736,1571.0,4.0,3.0,8.3,14.0,8.7,,1.0,0.0,1.0,28161095.0
102196,1220.0,3.0,3.0,4.9,18.0,23.8,2326.0,1.0,0.0,1.0,16899088.0
103514,514.0,1.0,,8.2,,11.0,1080.0,0.0,1.0,1.0,10677736.0
100066,2532.0,6.0,4.0,6.4,51.0,16.3,7222.0,1.0,0.0,17.0,38904371.0
101996,2346.0,5.0,3.0,5.9,20.0,19.6,6319.0,1.0,0.0,16.0,37152961.0
103549,927.0,3.0,2.0,2.3,8.0,24.2,1462.0,1.0,0.0,3.0,7343586.0
104108,2532.0,7.0,4.0,5.2,42.0,17.8,3602.0,1.0,0.0,1.0,35400912.0
102352,2051.0,5.0,4.0,,24.0,7.9,3958.0,1.0,1.0,3.0,44674361.0
100680,2477.0,6.0,3.0,8.8,22.0,10.7,3718.0,1.0,0.0,3.0,50248368.0
103658,450.0,1.0,2.0,8.5,25.0,12.3,1175.0,1.0,0.0,8.0,8663841.0
100782,782.0,2.0,2.0,8.5,24.0,1.0,1649.0,0.0,0.0,2.0,15197046.0
103122,1252.0,3.0,1.0,8.0,27.0,13.6,2647.0,1.0,0.0,4.0,22051528.0
100628,,4.0,4.0,1.0,36.0,29.8,4458.0,0.0,0.0,5.0,8467350.0
101843,1293.0,5.0,3.0,4.4,55.0,25.8,3161.0,1.0,0.0,4.0,13701510.0
102513,2007.0,6.0,3.0,4.6,11.0,25.2,5600.0,1.0,0.0,,27681887.0
101879,556.0,1.0,1.0,3.5,16.0,24.0,1682.0,0.0,,11.0,4518038.0
103333,,6.0,5.0,7.1,,11.9,3289.0,1.0,0.0,0.0,52475337.0
102488,1620.0,3.0,2.0,9.2,12.0,6.0,4355.0,0.0,0.0,1.0,37266829.0
100884,2329.0,,3.0,7.9,24.0,4.2,5526.0,,0.0,15.0,42386840.0
101092,1626.0,4.0,3.0,4.5,18.0,19.2,3281.0,1.0,0.0,8.0,17768738.0
100383,450.0,1.0,2.0,9.3,21.0,1.0,896.0,0.0,1.0,4.0,11001465.0
102371,1549.0,3.0,3.0,4.6,23.0,19.0,2939.0,1.0,0.0,3.0,20358375.0
103292,450.0,1.0,2.0,8.8,17.0,11.9,800.0,0.0,1.0,6.0,9172361.0
104093,1576.0,4.0,2.0,9.3,38.0,3.2,,,1.0,2.0,36132462.0
103260,2584.0,5.0,,8.3,12.0,,3640.0,,0.0,12.0,45810036.0
100032,2854.0,7.0,5.0,7.1,20.0,12.3,3964.0,1.0,1.0,2.0,49090197.0
104114,655.0,1.0,2.0,9.6,20.0,1.0,1657.0,0.0,0.0,20.0,17039503.0
102060,1776.0,4.0,4.0,,14.0,19.9,2737.0,0.0,0.0,1.0,32808898.0
103329,940.0,1.0,1.0,4.2,17.0,24.8,1624.0,1.0,0.0,12.0,9995426.0
100611,2075.0,5.0,4.0,7.6,18.0,3.8,4387.0,1.0,0.0,1.0,40577616.0
100571,1662.0,4.0,3.0,3.1,16.0,29.3,3633.0,0.0,0.0,8.0,
102294,1125.0,3.0,2.0,8.0,24.0,7.8,1212.0,0.0,0.0,3.0,23590922.0
100344,1320.0,2.0,2.0,4.6,16.0,16.6,2077.0,1.0,0.0,16.0,17008586.0
102669,2009.0,4.0,4.0,7.0,21.0,14.3,,0.0,0.0,4.0,31205690.0
102481,1256.0,3.0,2.0,6.6,14.0,25.2,2530.0,0.0,,,18626811.0
102378,788.0,1.0,1.0,4.9,,16.8,917.0,1.0,0.0,5.0,7838166.0
103516,1959.0,,4.0,1.6,33.0,,4652.0,1.0,,17.0,
103780,1594.0,2.0,2.0,8.2,11.0,17.8,2527.0,1.0,1.0,11.0,30194103.0
103574,1776.0,4.0,2.0,7.8,22.0,16.2,2928.0,0.0,0.0,7.0,
102608,450.0,,1.0,6.8,13.0,4.5,809.0,0.0,1.0,4.0,
101731,1505.0,3.0,3.0,6.7,55.0,17.4,3154.0,0.0,1.0,12.0,22232782.0
101778,1626.0,4.0,3.0,2.7,32.0,22.9,4052.0,0.0,0.0,2.0,
101136,2277.0,5.0,3.0,4.8,31.0,19.0,3259.0,0.0,0.0,8.0,25737133.0
102527,1923.0,4.0,2.0,8.7,45.0,8.9,2992.0,1.0,0.0,5.0,44280789.0
101462,854.0,1.0,2.0,,14.0,6.5,800.0,,0.0,1.0,15793371.0
100842,2089.0,3.0,2.0,9.0,13.0,1.0,6160.0,1.0,0.0,13.0,43789186.0
102917,1536.0,5.0,4.0,3.6,35.0,,2339.0,1.0,0.0,14.0,16007837.0
101559,2620.0,5.0,4.0,6.3,17.0,25.3,5685.0,0.0,,6.0,36674788.0
100966,2586.0,7.0,4.0,5.9,54.0,3.0,5518.0,1.0,0.0,16.0,40484059.0
100529,1819.0,5.0,3.0,7.4,27.0,,3250.0,0.0,0.0,16.0,31324700.0
100177,1658.0,2.0,2.0,7.4,,14.4,2307.0,0.0,0.0,8.0,29827114.0
100423,1488.0,3.0,3.0,7.0,25.0,11.7,3353.0,1.0,0.0,4.0,24218516.0
103418,1785.0,5.0,4.0,6.9,26.0,15.9,5035.0,1.0,0.0,6.0,27520579.0
103759,1830.0,4.0,3.0,7.5,26.0,7.0,2934.0,0.0,0.0,18.0,28840147.0
104023,450.0,1.0,1.0,9.5,26.0,1.6,800.0,1.0,0.0,8.0,
101378,2326.0,5.0,4.0,5.3,18.0,17.6,2767.0,1.0,0.0,2.0,34802641.0
100573,1863.0,,3.0,5.7,24.0,25.1,3987.0,0.0,0.0,13.0,23024489.0
103338,1553.0,2.0,3.0,8.2,11.0,8.4,3059.0,1.0,0.0,2.0,30812774.0
100289,1833.0,5.0,5.0,7.4,23.0,1.0,4313.0,,0.0,10.0,30882910.0
101635,1432.0,3.0,1.0,3.8,13.0,24.3,4549.0,1.0,0.0,0.0,16633412.0
101648,,4.0,3.0,7.4,15.0,5.7,5725.0,1.0,0.0,14.0,37282298.0
103130,1383.0,3.0,2.0,7.3,3.0,16.2,2636.0,1.0,,0.0,24608908.0
102103,1085.0,3.0,3.0,2.2,9.0,32.9,1557.0,0.0,0.0,9.0,7875654.0
102506,1113.0,2.0,1.0,6.6,12.0,8.8,3123.0,0.0,,1.0,17806513.0
102433,1635.0,3.0,2.0,8.6,39.0,7.6,2875.0,0.0,1.0,15.0,32487114.0
102945,1861.0,4.0,3.0,9.1,6.0,2.2,4064.0,1.0,0.0,0.0,38803266.0
103015,1271.0,3.0,2.0,6.2,35.0,20.6,2162.0,0.0,1.0,8.0,19389206.0
102587,792.0,3.0,4.0,6.4,,13.9,1486.0,0.0,0.0,3.0,11674908.0
101863,2166.0,5.0,4.0,6.0,45.0,16.9,3363.0,1.0,1.0,5.0,33075223.0
102185,450.0,1.0,1.0,4.8,14.0,22.2,936.0,1.0,0.0,14.0,5276798.0
100384,1308.0,4.0,2.0,2.3,23.0,23.4,,0.0,0.0,2.0,11051871.0
103589,2456.0,5.0,5.0,5.3,45.0,,6776.0,1.0,0.0,2.0,31836593.0
100371,1666.0,3.0,2.0,4.1,25.0,27.9,1515.0,0.0,0.0,2.0,15322880.0
102806,495.0,2.0,2.0,,,,800.0,0.0,0.0,5.0,6385968.0
102168,833.0,1.0,2.0,5.0,19.0,16.0,1880.0,0.0,0.0,8.0,12821532.0
104156,1509.0,4.0,2.0,9.6,22.0,8.6,2870.0,1.0,0.0,3.0,32170160.0
101106,974.0,3.0,3.0,3.7,59.0,13.0,2554.0,1.0,0.0,7.0,8821673.0
101872,,2.0,2.0,2.5,23.0,32.4,3491.0,1.0,,3.0,12534831.0
103597,,1.0,1.0,2.6,26.0,22.7,2657.0,0.0,1.0,8.0,6946276.0
102995,1031.0,3.0,2.0,2.8,,20.0,1929.0,1.0,0.0,,
101962,1836.0,5.0,3.0,7.5,29.0,21.0,3725.0,1.0,0.0,26.0,29759377.0
100142,2500.0,6.0,3.0,4.8,47.0,21.8,5848.0,,1.0,27.0,
103896,2301.0,7.0,6.0,5.7,20.0,22.7,5732.0,1.0,0.0,5.0,34257147.0
100492,2612.0,6.0,5.0,8.5,50.0,10.6,4912.0,1.0,1.0,1.0,60158932.0
101538,1304.0,4.0,4.0,7.3,27.0,9.2,1766.0,0.0,0.0,7.0,23877000.0
100199,1688.0,5.0,3.0,5.2,19.0,,4389.0,1.0,0.0,13.0,26336725.0
102219,3015.0,7.0,6.0,4.3,20.0,23.6,5938.0,1.0,0.0,1.0,41301872.0
101172,1833.0,3.0,2.0,8.7,16.0,11.1,3567.0,0.0,1.0,3.0,46827965.0
